gene,label,pos_ctrl_proteasome,pos_ctrl_ribosome,pos_ctrl_DNA_replication,pos_ctrl_spliceosome,pos_ctrl_behan_2019,pos_ctrl_bagel_v1,pos_ctrl_bagel_v2,neg_ctrl_not_expressed,neg_ctrl_found_context_specific,PRODE_NIE_sgRNA,PRODE_NIE_shRNA,avg_Gene_Effect_sgRNA,avg_Gene_Effect_shRNA,MUFFINN_sum_sgRNA,MUFFINN_sum_shRNA,MUFFINN_max_sgRNA,MUFFINN_max_shRNA,RWR_sgRNA,RWR_shRNA,NIE000,NIE200,NIE400,NIE700,NIE900
RAD51,essential,no,no,no,no,yes,no,no,no,no,-6.54923944263328,-6.80726477797681,-1.28458759149107,-0.808060574988944,0.0090990900909909,0.0085991400859914,0.0381961803819618,0.0152984701529847,0.0297029702970297,0.00990099009900991,-8.00145417372269,-8.28769071168898,-7.95610463950505,-7.2540300810276,-6.55131987876316
RAN,essential,no,no,no,no,yes,yes,yes,no,no,-13.7916796476625,-12.4473669274612,-2.70145315008348,-1.45721367945818,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,0.006999300069993,0,0,-8.36725402543842,-8.50182492896234,-8.62421957678685,-8.1070153620662,-7.62165624293046
RANGAP1,essential,no,no,no,no,yes,no,yes,no,no,-7.07764782362748,-6.10978672129921,-1.68136576081432,-0.413967804559967,0.0037996200379962,0.0294970502949705,0.0166983301669833,0.644335566443356,0.0297029702970297,0.0693069306930693,-6.33657523602302,-6.46769801980774,-6.8486328827267,-6.76330610933984,-6.19540160299849
RBBP6,essential,no,no,no,no,yes,no,yes,no,no,-5.05704484442175,-4.54238216962193,-1.18096256748116,-0.294893574243292,0.0330966903309669,0.0514948505149485,0.0467953204679532,0.0640935906409359,0.0297029702970297,0.0693069306930693,-4.29267714960247,-4.40598828977943,-4.55364434785684,-4.50188767786486,-3.88785815497668
RBM14,essential,no,no,no,no,yes,yes,yes,no,no,-6.81870527561302,-5.96666036120649,-1.39623550810571,-0.298988621220226,0.0091990800919908,0.0347965203479652,0.0277972202779722,0.0455954404559544,0.0198019801980198,0.0792079207920792,-5.87295138917513,-6.01825672312909,-6.22680259116684,-5.76080623378811,-5.16604467622189
RBX1,essential,no,no,no,no,yes,no,yes,no,no,-6.06286153428157,-11.3172725005227,-1.35914137871486,-1.53498858811984,0.013998600139986,9.99900009999e-05,0.0340965903409659,0.0001999800019998,0.0297029702970297,0,-7.83817496136308,-7.90123151659428,-7.92513399910503,-7.75632845997209,-7.30798858393251
RCC1,essential,no,no,no,no,yes,no,yes,no,no,-6.30636843108172,-6.16086866621963,-1.40702901462875,-0.647340364053537,0.0090990900909909,0.0248975102489751,0.0336966303369663,0.126487351264874,0,0.0198019801980198,-5.90276464459875,-6.13505552395614,-6.13394370374418,-5.9272124534498,-5.259556882348
RIOK1,essential,no,no,no,no,yes,no,no,no,no,-6.91000437182354,-6.35077430108827,-1.04352195747463,-0.324220295183114,0.0195980401959804,0.0384961503849615,0.0521947805219478,0.0450954904509549,0.0693069306930693,0.0594059405940595,-6.65458568391983,-6.41622232299206,-7.07153538432061,-6.64424376947508,-6.34923483285036
RIOK2,essential,no,no,no,no,yes,no,yes,no,no,-7.70849088810718,-6.65860071644386,-1.39143218143638,-0.375257407249721,0.0054994500549945,0.0310968903109689,0.0285971402859714,0.0560943905609439,0.0198019801980198,0.0495049504950496,-7.07354590495149,-6.89357449172593,-7.53795632690622,-7.53534941166745,-6.8700989520708
RNF113A,essential,no,no,no,no,yes,no,no,no,no,-5.94371484269995,-5.50616553098816,-1.18775756070491,-0.303474114622258,0.0233976602339766,0.0474952504749525,0.0385961403859614,0.0624937506249375,0.0198019801980198,0.0792079207920792,-5.75189699151837,-6.19746854570734,-6.71794606895506,-5.71197840568183,-4.7925789740188
RNGTT,essential,no,no,no,no,yes,no,yes,no,no,-7.78562561794699,-5.58028706525619,-2.16790674726994,-0.553091664472044,0.0018998100189981,0.0365963403659634,0.0036996300369963,0.0343965603439656,0,0.00990099009900991,-6.18564785899778,-6.31171052370175,-6.30229607313939,-6.06509262439999,-5.76871208466327
RNPS1,essential,no,no,no,no,yes,no,no,no,no,-9.9173585094184,-14.7693282994184,-1.18826582993295,-1.24339356279725,0.0006999300069993,9.99900009999e-05,0.036996300369963,0.0037996200379962,0.00990099009900991,0,-10.1348711893449,-9.63810272051692,-10.095053125751,-9.78955715849679,-9.21688363006982
RPAP1,essential,no,no,no,no,yes,no,no,no,no,-6.80944656696288,-5.31749549042422,-1.94631674676533,-0.513900457189214,0.0042995700429957,0.0306969303069693,0.0068993100689931,0.035996400359964,0,0.0495049504950496,-6.44210023438312,-6.18811517468533,-6.14031900222978,-5.11041725876016,-4.90641035434016
RPF2,essential,no,no,no,no,yes,no,yes,no,no,-7.87797395986298,-7.34237816873931,-1.04463631215329,-0.588690736698987,0.0132986701329867,0.0136986301369863,0.0475952404759524,0.0290970902909709,0.0198019801980198,0,-6.60758287076187,-6.1522021793061,-5.83039294684827,-5.4700944127958,-5.00680919926658
RPL7L1,essential,no,no,no,no,yes,no,no,no,no,,-4.43944832448238,,0.137731361999543,,0.152184781521848,,0.696630336966303,,0.772277227722772,-4.35661802981727,-4.27476718935591,-4.42216639153343,-4.31193352927656,-3.81853994945466
RRM1,essential,no,no,no,no,yes,yes,yes,no,no,-10.1595595273677,-8.26921440796697,-2.40400866876553,-1.17633818387968,9.99900009999e-05,0.0014998500149985,0.0025997400259974,0.0042995700429957,0,0,-7.60209708628019,-7.43384903330435,-7.46048879905647,-7.53096515191957,-7.36711988645606
RRM2,essential,no,no,no,no,yes,no,no,no,no,-11.2949385402275,-6.51777778407127,-2.51851140488626,-0.699205651392934,9.99900009999e-05,0.0144985501449855,0.0007999200079992,0.0160983901609839,0,0.00990099009900991,-6.29428177728402,-6.50254263060468,-6.82721399153068,-6.52152939841533,-5.80893455096819
RRN3,essential,no,no,no,no,yes,no,no,no,no,-7.34923047714508,-4.91899905163215,-1.97745592829544,-0.300526447356375,0.0036996300369963,0.0595940405959404,0.0093990600939906,0.0588941105889411,0,0.0693069306930693,-5.06813038572747,-5.02366050147439,-5.24348382664518,-4.86053162961411,-4.56538462059756
RSL1D1,essential,no,no,no,no,yes,no,no,no,no,-8.04069557152204,-7.56287843929814,-1.35289745989681,-0.498314994372878,0.0056994300569943,0.0213978602139786,0.0318968103189681,0.038996100389961,0.0198019801980198,0.0594059405940595,-7.1010362115216,-6.4872332409257,-6.57789304487346,-5.91861902562696,-5.25584733850188
RUVBL2,essential,no,no,no,no,yes,yes,yes,no,no,-8.16560134734041,-9.79567275305423,-1.72655374336227,-1.29956978088805,9.99900009999e-05,9.99900009999e-05,0.0145985401459854,0.0012998700129987,0,0,-10.5832629516998,-10.5395421595965,-9.9346306684103,-8.93607263784523,-8.59585486617021
SACM1L,essential,no,no,no,no,yes,no,yes,no,no,-4.32824864800419,-3.08133688384569,-1.26859955687076,-0.180784575694608,0.0385961403859614,0.173982601739826,0.0408959104089591,0.0812918708129187,0.0297029702970297,0.237623762376238,-2.55748979955974,-2.54885539535632,-2.62984404792815,-2.13113064109852,-2.03472433440375
SAP18,essential,no,no,no,no,yes,no,yes,no,no,-6.26270292769204,-5.84042864814926,-1.5465208963653,-0.459825064426532,0.0116988301169883,0.0298970102989701,0.024997500249975,0.0333966603339666,0.0198019801980198,0.0693069306930693,-5.402062782386,-5.35373798711116,-5.41203689317794,-5.16619925449275,-4.29460359880375
SAP30BP,essential,no,no,no,no,yes,no,no,no,no,-6.4396553009153,-3.5506711865816,-1.89187896882522,-0.096317258354156,0.0077992200779922,0.215878412158784,0.0078992100789921,0.212078792120788,0.00990099009900991,0.267326732673267,-2.89653253875377,-3.01006916062575,-3.17724351092334,-2.68395734397091,-1.54017145714346
SART3,essential,no,no,no,no,yes,no,yes,no,no,-6.87804880650893,-6.88169530695119,-1.73783488200541,-0.790081015775349,0.0050994900509949,0.0153984601539846,0.0152984701529847,0.0180981901809819,0.0297029702970297,0.0396039603960396,-7.5098037935872,-7.3054735061745,-7.2024616111165,-6.54736811413511,-5.54967748392344
